libxslt1.1:armhf	1.1.35-1+deb12u4
libxss1:armhf	1:1.2.3-1
libxt6:armhf	1:1.2.1-1.1
libxtables12:armhf	1.8.9-2
libxtst6:armhf	2:1.2.3-1.1
libxv1:armhf	2:1.0.11-1.1
libxvidcore4:armhf	2:1.3.7-1
libxxf86dga1:armhf	2:1.1.5-1
libxxf86vm1:armhf	1:1.1.4-1+b2
libxxhash0:armhf	0.8.1-1
libyajl2:armhf	2.1.0-3+deb12u2
libyaml-0-2:armhf	0.2.5-1
libyuv0:armhf	0.0~git20230123.b2528b0-1
libz3-4:armhf	4.8.12-3.1
libzimg2:armhf	3.0.4+ds1-1
libzmq5:armhf	4.3.4-6
libzstd1:armhf	1.5.4+dfsg2-5
libzvbi-common	0.2.41-1+deb12u1
libzvbi0:armhf	0.2.41-1+deb12u1
linux-base	4.12.1~deb12u1
linux-dtb-legacy-sunxi	26.08.0-trunk
linux-image-legacy-sunxi	26.08.0-trunk
linux-libc-dev:armhf	6.1.177-1
linux-u-boot-q8-a33-legacy	26.08.0-trunk
locales	2.36-9+deb12u14
login	1:4.13+dfsg1-1+deb12u2
logrotate	3.21.0-1
logsave	1.47.0-2+b2
lsb-release	12.0-1
lsof	4.95.0-1
lua-filesystem:armhf	1.8.0-3
luakit	1:2.3.3-1
lxmenu-data	0.1.5-2.1
lxterminal	0.4.0-2
make	4.3-4.1
man-db	2.11.2-2
mawk	1.3.4.20200120-3.1
media-types	10.0.0
mesa-utils	8.5.0-1
mesa-utils-bin:armhf	8.5.0-1
mmc-utils	0+git20220624.d7b343fd-1
mount	2.38.1-5+deb12u3
mpv	0.35.1-4
mtd-utils	1:2.1.5-1
nano	7.2-1+deb12u1
ncurses-base	6.4-4
ncurses-bin	6.4-4
ncurses-term	6.4-4
netbase	6.4
netplan.io	0.106-2+deb12u1
netsurf-common	3.10-1
netsurf-gtk	3.10-1+b3
notification-daemon	3.20.0-4+b1
ocl-icd-libopencl1:armhf	2.3.1-1
onboard	1.4.1-5+b7
onboard-common	1.4.1-5
openssh-client	1:9.2p1-2+deb12u10
openssh-server	1:9.2p1-2+deb12u10
openssh-sftp-server	1:9.2p1-2+deb12u10
openssl	3.0.20-1~deb12u2
pahole	1.24-4.1
parted	3.5-3
passwd	1:4.13+dfsg1-1+deb12u2
patch	2.7.6-7
pcmanfm	1.3.2-1
perl	5.36.0-7+deb12u3
perl-base	5.36.0-7+deb12u3
perl-modules-5.36	5.36.0-7+deb12u3
pinentry-curses	1.2.1-1
pkg-config:armhf	1.8.1-1
pkgconf:armhf	1.8.1-1
pkgconf-bin	1.8.1-1
polkitd	122-3
poppler-data	0.4.12-1
procps	2:4.0.2-3
psmisc	23.6-1
pv	1.6.20-1
pxlib1	0.6.8-1
python3	3.11.2-1+b1
python3-brotli	1.0.9-2+b6
python3-cairo:armhf	1.20.1-5+b1
python3-certifi	2022.9.24-1
python3-dbus	1.3.2-4+b1
python3-evdev	1.6.1+dfsg-1+b2
python3-gi	3.42.2-3+b1
python3-gi-cairo	3.42.2-3+b1
python3-markdown-it	2.1.0-5
python3-mdurl	0.1.2-1
python3-minimal	3.11.2-1+b1
python3-mutagen	1.46.0-1
python3-netifaces:armhf	0.11.0-2+b1
python3-pkg-resources	66.1.1-1+deb12u2
python3-pycryptodome	3.11.0+dfsg1-4
python3-pygments	2.14.0+dfsg-1
python3-rich	13.3.1-1
python3-websockets	10.4-1
python3-yaml	6.0-3+b2
python3.11	3.11.2-6+deb12u8
python3.11-minimal	3.11.2-6+deb12u8
readline-common	8.2-1.3
rfkill	2.38.1-5+deb12u3
rpcsvc-proto	1.4.3-1
rsync	3.2.7-1+deb12u6
rsyslog	8.2302.0-1+deb12u1
runit-helper	2.15.2
sed	4.9-1+deb12u1
sensible-utils	0.0.17+nmu1
sgml-base	1.31
shared-mime-info	2.2-1
sound-theme-freedesktop	0.8-2
sudo	1.9.13p3-1+deb12u4
systemd	252.39-1~deb12u2
systemd-resolved	252.39-1~deb12u2
systemd-sysv	252.39-1~deb12u2
systemd-timesyncd	252.39-1~deb12u2
sysvinit-utils	3.06-4
tar	1.34+dfsg-1.2+deb12u1
tcl-expect:armhf	5.45.4-2+b1
tcl8.6	8.6.13+dfsg-2
toilet	0.3-1.4
toilet-fonts	0.3-1.4
tzdata	2026b-0+deb12u1
u-boot-tools	2023.01+dfsg-2+deb12u3
ucf	3.0043+nmu1+deb12u1
udev	252.39-1~deb12u2
usbutils	1:014-1+deb12u1
usrmerge	37~deb12u1
util-linux	2.38.1-5+deb12u3
util-linux-extra	2.38.1-5+deb12u3
v4l-utils	1.22.1-5+b2
volumeicon-alsa	0.5.1+git20170117-1+b1
wget	1.21.3-1+deb12u1
whiptail	0.52.23-1+b1
wireguard-tools	1.0.20210914-1+b1
wireless-regdb	2026.05.30-1~deb12u1
wpagui	2:2.10-12+deb12u3
wpasupplicant	2:2.10-12+deb12u3
x11-common	1:7.7+23
x11-utils	7.7+5
x11-xkb-utils	7.7+7
x11proto-dev	2022.1-1
xauth	1:1.1.2-1
xbitmaps	1.1.1-2.2
xdg-dbus-proxy	0.1.4-3+deb12u1
xdg-utils	1.1.3-4.1
xfonts-encodings	1:1.0.4-2.2
xfonts-utils	1:7.7+6
xinit	1.4.0-1
xinput	1.6.3-1
xinput-calibrator	0.7.5+git20140201-1+b2
xkb-data	2.35.1-1
xml-core	0.18+nmu1
xorg-sgml-doctools	1:1.11-1.1
xserver-common	2:21.1.7-3+deb12u12
xserver-xorg	1:7.7+23
xserver-xorg-core	2:21.1.7-3+deb12u12
xserver-xorg-input-libinput	1.2.1-1+b1
xserver-xorg-legacy	2:21.1.7-3+deb12u12
xserver-xorg-video-all	1:7.7+23
xserver-xorg-video-amdgpu	23.0.0-1
xserver-xorg-video-ati	1:19.1.0-3
xserver-xorg-video-fbdev	1:0.5.0-2
xserver-xorg-video-nouveau	1:1.0.17-2
xserver-xorg-video-radeon	1:19.1.0-3
xserver-xorg-video-vesa	1:2.5.0-1+b1
xterm	379-1
xtrans-dev	1.4.0-1
xz-utils	5.4.1-1+deb12u1
yt-dlp	2023.03.04-1
yudit-common	3.1.0-1
zlib1g:armhf	1:1.2.13.dfsg-1
zlib1g-dev:armhf	1:1.2.13.dfsg-1
